C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_007.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_007.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_007.jpg, 0, 0, 0, 7.891317E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_174.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_174.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_174.jpg, 0, 0, 0, 7.790991E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_287.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_287.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_287.jpg, 0, 0, 0, 7.869781E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_406.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_406.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_406.jpg, 0, 0, 0, 7.792576E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_531.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_531.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_531.jpg, 0, 0, 0, 7.882105E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_653.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_653.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_653.jpg, 0, 0, 0, 8.340943E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_776.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_776.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_776.jpg, 0, 0, 0, 7.831759E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_49_898.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_49_898.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_49_898.jpg, 0, 0, 0, 7.819234E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_023.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_023.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_023.jpg, 0, 0, 0, 7.800007E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_146.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_146.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_146.jpg, 0, 0, 0, 7.807263E-05
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_306.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_306.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_306.jpg, 0, 0.4814925, 0, 0.7038597
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_451.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_451.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_451.jpg, 0, 0.8812436, 0, 1.938744
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_574.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_574.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_574.jpg, 0, 1, 0, 3.369145
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_696.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_696.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_696.jpg, 0, 0.6326548, 0, 4.373874
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_821.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_821.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_821.jpg, 0, 1, 0, 5.845365
C:\simulator car\pics\IMG\center_2023_05_12_13_28_50_943.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_50_943.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_50_943.jpg, 0, 1, 0, 7.221457
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_067.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_067.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_067.jpg, -0.3712344, 1, 0, 8.533504
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_193.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_193.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_193.jpg, 0, 1, 0, 9.873777
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_319.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_319.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_319.jpg, 0, 0.8664142, 0, 11.05907
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_462.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_462.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_462.jpg, 0, 0.4878502, 0, 11.7773
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_586.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_586.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_586.jpg, 0, 0.1143196, 0, 11.98688
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_713.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_713.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_713.jpg, -0.3714693, 0, 0, 11.69041
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_842.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_842.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_842.jpg, -0.5204067, 0, 0, 11.41971
C:\simulator car\pics\IMG\center_2023_05_12_13_28_51_969.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_51_969.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_51_969.jpg, -0.1354488, 0, 0, 11.25986
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_092.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_092.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_092.jpg, -0.1258572, 0, 0, 11.1628
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_213.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_213.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_213.jpg, -0.5481267, 0, 0, 10.88518
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_329.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_329.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_329.jpg, -0.2011512, 0, 0, 10.76582
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_455.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_455.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_455.jpg, 0, 0, 0, 10.61438
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_578.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_578.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_578.jpg, 0, 0.3706374, 0, 10.92348
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_701.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_701.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_701.jpg, 0, 0.7370992, 0, 11.90618
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_824.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_824.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_824.jpg, 0, 1, 0, 12.70195
C:\simulator car\pics\IMG\center_2023_05_12_13_28_52_917.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_52_917.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_52_917.jpg, 0, 1, 0, 13.82277
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_037.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_037.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_037.jpg, 0, 1, 0, 15.08554
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_161.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_161.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_161.jpg, -0.3708438, 1, 0, 16.55646
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_285.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_285.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_285.jpg, 0, 1, 0, 17.77774
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_387.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_387.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_387.jpg, 0, 1, 0, 18.80348
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_487.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_487.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_487.jpg, 0, 1, 0, 19.82499
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_608.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_608.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_608.jpg, -0.3650262, 1, 0, 20.94848
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_730.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_730.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_730.jpg, -0.731766, 0.8760586, 0, 21.5531
C:\simulator car\pics\IMG\center_2023_05_12_13_28_53_856.jpg, C:\simulator car\pics\IMG\left_2023_05_12_13_28_53_856.jpg, C:\simulator car\pics\IMG\right_2023_05_12_13_28_53_856.jpg, -1, 1, 0, 22.27056
